id,question,pred,answer,answer_type,image
444,What is a highly characteristic artifact of sectioning?,the halo of collagen around the tumor,the cleft between the tumor cells and the stroma,OPEN,
445,What is the cleft between the tumor cells and the stroma?,a space called the cleft,a highly characteristic artifact of sectioning,OPEN,
457,"What is identified by homogeneous, eosinophilic cytoplasm?",necrotic cell,cell necrosis,OPEN,
458,What is cell necrosis identified by?,the appearance of fragmented nuclei,homogeneous,OPEN,
459,"Is cell necrosis identified by homogeneous, eosinophilic cytoplasm?",no,yes,CLOSED,
460,"Is the cytoplasm identified by homogeneous, eosinophilic cytoplasm?",yes,no,CLOSED,
461,What consists of condensation of nuclear chromatin and fragmentation of the cell into membrane-bound apoptotic bodies which are engulfed by macrophages?,the process of necrosis,apoptosis,OPEN,
468,What does the affected area on right show?,hypercellularity and leucocytic infiltration,cells with intensely eosinophilic cytoplasm of tubular cells,OPEN,
475,Do the tubular epithelial cells show granular debris?,yes,no,CLOSED,
476,What shows non-specific chronic inflammation and proliferating vessels?,the interface between the glomerulus and the tubule,the interface between viable non-viable area vessels,OPEN,
479,Does the affected area on right show non-specific chronic inflammation and proliferating vessels?,yes,no,CLOSED,
481,What has clumped chromatin?,a large cell in the center of the field,the nucleus,OPEN,
482,What has the nucleus clumped?,a large amount of amyloid,chromatin,OPEN,
483,Has the nucleus clumped chromatin?,no,yes,CLOSED,
485,What is seen in singles?,the inclusion bodies,the dead cell singles,OPEN,
486,Where is the dead cell seen?,in the center of the field,in singles,OPEN,
487,Is the dead cell seen in singles?,no,yes,CLOSED,
488,What is there?,eosinophilic,no inflammation,OPEN,
489,"What is soft, swollen and dark?",cut surface of the steak,the affected part dark,OPEN,
492,What is not clear-cut?,all the fat necrosis,line of demarcation between gangrenous segment and the viable bowel clear-cut,OPEN,
493,Is line of demarcation between gangrenous segment and the viable bowel not clear-cut?,yes,no,CLOSED,
495,What shows healed granulomas?,the surrounding zone of collagen,the periphery,OPEN,
496,What does the periphery show?,granulation tissue and gliosis,healed granulomas,OPEN,
497,Does the periphery show healed granulomas?,no,yes,CLOSED,
498,Does microscopy show healed granulomas?,yes,no,CLOSED,
499,What are basophilic granular while the periphery shows healed granulomas?,old scars,the deposits,OPEN,
500,What are the deposits while the periphery shows healed granulomas?,a foreign body giant cell with peripherally located crystalline material,basophilic granular,OPEN,
501,What  shows healed granulomas?,the surrounding inflammatory tissue,the periphery,OPEN,
502,Are the deposits basophilic granular while the periphery shows healed granulomas?,no,yes,CLOSED,
504,What are thick with abundance of eosinophilic cytoplasm?,individual myocardial fibres,the myocardial muscle fibres cytoplasm,OPEN,
505,How are the myocardial muscle fibres?,thick with prominent vesicular nuclei,thick with abundance of eosinophilic cytoplasm,OPEN,
507,What are also enlarged with irregular outlines?,individual cells,nuclei,OPEN,
508,What are nuclei also enlarged with?,prominent nucleoli,irregular outlines,OPEN,
511,Where are foci of metaplastic squamous epithelium seen?,at the periphery of the ulcer,at other places,OPEN,
513,What is lined by normal columnar epithelium while foci of metaplastic squamous epithelium are seen at other places?,the margin of the ulcer,part of the endocervical mucosa,OPEN,
514,What is part of the endocervical mucosa lined by?,mature cartilage cells,normal columnar epithelium,OPEN,
515,Is part of the endocervical mucosa lined by normal columnar epithelium while foci of metaplastic squamous epithelium are seen at other places?,no,yes,CLOSED,
517,What show osseous metaplasia in the centre?,central areas of osteoid tissue,whorls composed of smooth muscle cells and fibroblasts,OPEN,
518,What are the whorls composed of?,tightly adhesive epithelial cells,smooth muscle cells and fibroblasts,OPEN,
